"id","addtime","cname","ename","spfenlei","keshibu","laiyuan","chandi","nengliang","danbaizhi","zhifang","baohezhifang","fanshizfs","dbbhzfs","duobbhzfs","dangc","tshhw","tang","rutang","sanshiqw","kesxssqw","bsxssqw","jinshuna","weishengshua","weishengshud","weishengshue","weishengshuk","weishengshub1","weishengshub2","weishengshub6","weishengshub12","weishengshuc","yanshuan","yeshuan","fanshuan","shenwushu","danjian","jinshulin","jinshujia","jinshumei","jinshugai","jinshutie","jinshuxin","jinshudian","jinshudxi","jinshutong","jinshufu","jinshumeng","deltae","beitae","aerfae","hulubo","zhifansz","huifen","shuifen","nengliangqk","xqurl"
"54","2025-04-14 18:13:59","豆腐干（熏干）","Dried bean curd（curing）","干豆类及制品","100","食物成分表2009","北京","643","15.8","6.2",\N,\N,\N,\N,\N,"8.8",\N,\N,\N,\N,"0.3","233","2",\N,"7.03",\N,"0.03","0.01",\N,\N,\N,"1",\N,\N,\N,\N,"109","136","109","173","3.9","1.8",\N,"8.9","0.22",\N,"1.05",\N,\N,\N,\N,\N,\N,\N,"154","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/221"
"55","2025-04-14 18:14:04","小豆粥","Adzuki bean porridge","干豆类及制品","100","食物成分表2009","北京","259","1.2","0.4",\N,\N,\N,\N,\N,"13.7",\N,\N,\N,\N,"0.6","2",\N,\N,"0.19",\N,\N,\N,\N,\N,\N,"0.2",\N,\N,\N,\N,"14","45","17","13","0.6","0.33",\N,"0.5","0.03",\N,"0.09",\N,\N,\N,\N,\N,\N,\N,"62","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/234"
"56","2025-04-14 18:14:09","辣椒油","Chili oil","油脂类","100","食物成分表2009","北京","3766",\N,"100","36.7",\N,"33.2","25.4",\N,"0",\N,\N,\N,\N,\N,\N,"38",\N,"87.24",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"900","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1127"
"57","2025-04-14 18:14:15","龙虾","Lobster","鱼虾蟹贝类","46","食物成分表2009","北京","377","18.9","1.1","0.2",\N,"0.3","0.2","121","1",\N,\N,\N,\N,\N,"190",\N,\N,"3.58",\N,\N,"0.03",\N,\N,\N,"4.3",\N,\N,\N,\N,"221","257","22","21","1.3","2.79",\N,"39.4","0.54",\N,\N,\N,\N,\N,\N,\N,\N,\N,"90","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1151"
"58","2025-04-14 18:14:20","北京特制啤酒（6度）","Beijing special beer(6%)","含酒精饮料","100","食物成分表2009","北京","146","0.4",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,\N,\N,\N,"0.2","0.01",\N,\N,\N,\N,\N,\N,\N,\N,"7","25","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"35","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1562"
"59","2025-04-14 18:14:24","蛋清蛋糕","Albumen cake","小吃、甜饼","100","食物成分表2009","北京","1419","6.5","2.4",\N,\N,\N,\N,\N,"72.9",\N,\N,\N,\N,\N,"49","55",\N,"1.6",\N,"0.18","0.31",\N,\N,\N,\N,\N,\N,\N,\N,"80","36","18","30","1.6","0.16",\N,"6.2","0.13",\N,"0.07",\N,\N,\N,\N,\N,\N,\N,"339","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1563"
"60","2025-04-14 18:14:30","老年蛋糕","Cake for old age","小吃、甜饼","100","食物成分表2009","北京","1608","13","9.6",\N,\N,\N,\N,\N,"61.8",\N,\N,\N,\N,"0.6","118","75",\N,"3.72",\N,"0.17","0.31",\N,\N,\N,"2",\N,\N,\N,\N,"164","221","26","96","4.4","1.2",\N,"16.9","0.5",\N,"0.53",\N,\N,\N,\N,\N,\N,\N,"384","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1572"
"61","2025-04-14 18:14:35","清爽型啤酒（6度）","Refreshing beer (6 degrees)","含酒精饮料","100","食物成分表2009","北京","146","0.4",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4",\N,\N,\N,\N,"0.24","0.01",\N,\N,\N,\N,\N,\N,\N,\N,"6","25","6","4",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"35","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1580"
"62","2025-04-14 18:14:40","特制啤酒（5度）","Specified beer(5%)","含酒精饮料","100","食物成分表2009","北京","126","0.4",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4",\N,\N,\N,\N,"0.24","0.01",\N,\N,\N,\N,\N,\N,\N,\N,"6","25","6","4",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"30","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1583"
"63","2025-04-14 18:14:45","维生素C啤酒","Vitamin C beer","含酒精饮料","100","食物成分表2009","北京","322","0.3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,\N,\N,\N,\N,"0.01",\N,\N,\N,\N,\N,\N,\N,\N,"12","29","3","2","0.6",\N,\N,"0.1","0.05",\N,\N,\N,\N,\N,\N,\N,\N,\N,"77","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1585"
"64","2025-04-14 18:14:50","月饼（豆沙）","Moon cakes(Bean paste)","小吃、甜饼","100","食物成分表2009","北京","1721","8.2","13.6",\N,\N,\N,\N,\N,"65.6",\N,\N,\N,\N,"3.1","22","7",\N,"8.06",\N,"0.05","0.05",\N,\N,\N,"1.9",\N,\N,\N,\N,"95","211","43","64","3.1","0.64",\N,"7.1","0.21",\N,"0.47",\N,\N,\N,\N,\N,\N,\N,"411","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1587"
"65","2025-04-14 18:14:55","月饼（奶油果馅）","Mooncake(cream fruit)","小吃、甜饼","100","食物成分表2009","北京","1855","5.7","16.9",\N,\N,\N,\N,\N,"67.6",\N,\N,\N,\N,"1","28","23",\N,"0.21",\N,"0.08","0.04",\N,\N,\N,"2.9",\N,\N,\N,\N,"45","87","36","12","3.5","0.76",\N,"1.2","0.21",\N,"0.27",\N,\N,\N,\N,\N,\N,\N,"443","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1590"
"66","2025-04-14 18:15:00","月饼（奶油松仁）","Mooncake(cream pine nut)","小吃、甜饼","100","食物成分表2009","北京","1866","6.4","21.4",\N,\N,\N,\N,\N,"59",\N,\N,\N,\N,"4.1","18","62",\N,"2.06",\N,"0.35","0.16",\N,\N,\N,"3.1",\N,\N,\N,\N,"99","132","22","26","25","0.91",\N,"1.8","0.32",\N,"0.72",\N,\N,\N,\N,\N,\N,\N,"446","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1594"
"67","2025-04-14 18:15:05","虎杖（鲜）","Japanese knotweed（fresh）","药食两用食物及其它","100","食物成分表2002","北京",\N,\N,\N,\N,\N,\N,\N,\N,"2.5",\N,\N,\N,\N,"2.5","0","0",\N,"0",\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,"32","204","13","17","0.5","0.24",\N,\N,"0.04",\N,"1.23",\N,\N,\N,\N,\N,\N,\N,\N,"https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2223"
"68","2025-04-14 18:15:11","薄荷（鲜）","Mint（fresh）","药食两用食物及其它","100","食物成分表2002","北京","100","4.4",\N,\N,\N,\N,\N,\N,"6.6",\N,\N,\N,\N,"5","4","213",\N,"0",\N,\N,\N,\N,\N,"6",\N,\N,\N,\N,\N,"99","677","133","341","4.2","0.9",\N,\N,"1.3",\N,"0.79",\N,\N,\N,\N,\N,\N,\N,"24","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2212"
"69","2025-04-14 18:15:15","血红菇（干）","Blood-red mushroom（dried）","菌藻类","100","食物成分表2004","北京","1054","22.4","6.7","0.8",\N,"1.9","1.3",\N,"56",\N,\N,"30.5",\N,\N,"3",\N,\N,\N,\N,"0.13","4.3","0.06",\N,\N,"26.85","40",\N,"31","140.7","327","3520","61","9","25.2","6.03","9.3","11.8","2.84",\N,"1.09",\N,\N,\N,\N,\N,\N,\N,"252","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2088"
"70","2025-04-14 18:15:22","纯净水（椰树牌）","Purified water(Coconut Tree)","饮料类","100","食物成分表2004","北京","0","0","0",\N,\N,\N,\N,"0","0",\N,\N,"0",\N,\N,"1","0",\N,"0",\N,"0","0","0","0","0","0","0",\N,\N,\N,\N,"4",\N,"0","0","0.05",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2048"
"71","2025-04-14 18:15:25","玉米（白，干）","Corn (white，dried）","谷类及制品","100","食物成分表2009","中国","1474","8.8","3.8",\N,\N,\N,\N,\N,"74.7",\N,\N,\N,\N,"8","2",\N,\N,"8.23",\N,"0.27","0.07",\N,\N,\N,"2.3",\N,\N,\N,\N,"244","262","95","10","2.2","1.85",\N,"4.1","0.26",\N,"0.51",\N,\N,\N,\N,\N,\N,\N,"352","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/145"
"72","2025-04-14 18:15:32","冰激凌（加奶油）","Ice cream(add cream)","饮料类","100","食物成分表2004","北京","884","3.5","12.8","7.6",\N,"4.1",\N,\N,"20.5",\N,\N,\N,\N,\N,"41",\N,\N,\N,\N,"0.13","0.18",\N,\N,\N,"0.09","3",\N,\N,\N,"86","96","10","110","0.1","0.33","3.1","0.9","0.12",\N,"0",\N,\N,\N,\N,\N,\N,\N,"211","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2024"
"73","2025-04-14 18:15:36","月饼（唐王赏月）","Mooncake","小吃、甜饼","100","食物成分表2009","北京","1749","8","18.4",\N,\N,\N,\N,\N,"57.8",\N,\N,\N,\N,"5.4","57","17",\N,"9.83",\N,"0.07",\N,\N,\N,\N,"2.9",\N,\N,\N,\N,"105","114","60","29","2","0.66",\N,"8.4","0.29",\N,"0.55",\N,\N,\N,\N,\N,\N,\N,"418","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1599"
"74","2025-04-14 18:15:41","月饼（五仁）","White wine","小吃、甜饼","100","食物成分表2009","北京","1775","8","16",\N,\N,\N,\N,\N,"64",\N,\N,\N,\N,"3.9","18","7",\N,"8.82",\N,\N,"0.08",\N,\N,\N,"4",\N,\N,\N,\N,"110","198","27","54","2.8","0.61",\N,"7","0.22",\N,"0.38",\N,\N,\N,\N,\N,\N,\N,"424","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1603"
"75","2025-04-14 18:15:45","豆腐（北豆腐）","Beancurd(Northern)","干豆类及制品","100","食物成分表2004","北京","462","9.2","8.1","3.8",\N,"2.9","0.6",\N,"3",\N,\N,"2.8",\N,\N,"7",\N,\N,"8.4",\N,"0.05","0.02","0.03",\N,\N,"0.11","40",\N,"7.2","26.5","112","106","63","105","1.5","0.74",\N,"2.5","0.06",\N,"0.07",\N,\N,\N,\N,\N,\N,\N,"111","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1886"
"76","2025-04-14 18:15:51","藿香（鲜）","Agastache(fresh)","药食两用食物及其它","100","食物成分表2002","北京",\N,\N,\N,\N,\N,\N,\N,\N,"5.5",\N,\N,\N,\N,"5.5","0","607",\N,"0",\N,\N,\N,\N,\N,"10",\N,\N,\N,\N,\N,"75","508","198","275","8.5","0.9",\N,\N,"1.48",\N,"1.37",\N,\N,\N,\N,\N,\N,\N,\N,"https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2240"
"77","2025-04-14 18:15:56","豆腐干（均值）","Dried beancurd","干豆类及制品","100","食物成分表2009","中国","592","16.2","3.6","0.5",\N,"0.7","2.1",\N,"11.5",\N,\N,\N,\N,"0.8","76",\N,\N,\N,\N,"0.03","0.07",\N,\N,\N,"0.3",\N,\N,\N,\N,"273","140","64","308","4.9","1.76",\N,"0","0.77",\N,"1.31",\N,\N,\N,\N,\N,\N,\N,"142","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/213"
"78","2025-04-14 18:16:01","绍兴黄酒（15度）","Shaoxing rice wine (15 degrees)","含酒精饮料","100","食物成分表2009","北京","356",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4",\N,\N,\N,\N,\N,"0.04",\N,\N,\N,\N,\N,\N,\N,\N,"30","69",\N,"15","1.3","0.39",\N,"0.3",\N,\N,"0.5",\N,\N,\N,\N,\N,\N,\N,"85","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1631"
"79","2025-04-14 18:16:05","核桃薄脆","Walnut crisp","小吃、甜饼","100","食物成分表2009","北京","2061","9.8","24.6",\N,\N,\N,\N,\N,"61.1",\N,\N,\N,\N,"6.2","251","10",\N,"4.34",\N,"0.12","0.03",\N,\N,\N,"5.8",\N,\N,\N,\N,"131","147","36","54","4.4","0.84",\N,"10.3","0.35",\N,"0.64",\N,\N,\N,\N,\N,\N,\N,"493","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1642"
"80","2025-04-14 18:18:36","杏仁（熟，带壳）","Almond（Ripe, shelled）","坚果、种子类","63","食物成分表2004","广东","2619","25.1","58.4","6.6",\N,"36.2","13.2",\N,"11",\N,\N,"11",\N,\N,"196",\N,\N,"35.54",\N,"0.06","0.66",\N,"0",\N,"2.61",\N,\N,"25.6","23","565","668","218","240","2.7","2.21",\N,"3.3","1",\N,"1.93",\N,\N,\N,\N,\N,\N,\N,"626","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/499"
"81","2025-04-14 18:18:40","楚天啤酒（2.6度）","Chutian beer(2.6%)","含酒精饮料","100","食物成分表2009","武汉","67","0.4",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N,\N,"0.27","0.07",\N,\N,\N,\N,\N,\N,\N,\N,"13","21","8","6",\N,\N,\N,\N,"0.03",\N,\N,\N,\N,\N,\N,\N,\N,\N,"16","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1564"
"82","2025-04-14 18:18:46","行吟阁啤酒（3.2度）","Xingyingge beer (3.2 degrees)","含酒精饮料","100","食物成分表2009","武汉","79","0.3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4",\N,\N,\N,\N,"0.03","0.11",\N,\N,\N,\N,\N,\N,\N,\N,"15","21","8",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"19","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1595"
"83","2025-04-14 18:18:50","板油酥饼","Board pastry bread","小吃、甜饼","100","食物成分表2009","武汉","1507","7.6","14.9",\N,\N,\N,\N,"49","49.4",\N,\N,\N,\N,"0.9","324","40",\N,"2.21",\N,"0.11","0.15",\N,\N,\N,"0.6",\N,\N,\N,\N,"71","102","14","14","2.2","0.63",\N,\N,"0.13",\N,\N,\N,\N,\N,\N,\N,\N,\N,"360","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1616"
"84","2025-04-14 18:18:55","蛋麻脆","Egg crisp linen","小吃、甜饼","100","食物成分表2009","武汉","1907","9","17.4",\N,\N,\N,\N,\N,"66.7",\N,\N,\N,\N,"1.8","68","174",\N,"3.11",\N,"0.01",\N,\N,\N,\N,"4.4",\N,\N,\N,\N,"171","134","49","59","2.4","0.46",\N,"2.9","0.39",\N,\N,\N,\N,\N,\N,\N,\N,\N,"456","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1622"
"85","2025-04-14 18:19:00","糯香酒（6.4度）","Waxy sweet wine","含酒精饮料","100","食物成分表2009","武汉","151",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"12","7","6","9",\N,\N,\N,\N,"0.29",\N,\N,\N,\N,\N,\N,\N,\N,\N,"36","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1624"
"86","2025-04-14 18:19:05","德庆酥","Deqing crisp","小吃、甜饼","100","食物成分表2009","武汉","1942","5.9","18.7",\N,\N,\N,\N,"50","70",\N,\N,\N,\N,"3.9","60",\N,\N,\N,\N,\N,\N,\N,\N,\N,"5",\N,\N,\N,\N,"106","98","40","38","1","0.18",\N,"0.7","0.27",\N,\N,\N,\N,\N,\N,\N,\N,\N,"464","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1626"
"87","2025-04-14 18:19:10","卤猪杂","Halogen pig miscellaneous","畜肉类及制品","100","食物成分表2009","武汉","778","24.6","4.8",\N,\N,\N,\N,"208","11",\N,\N,\N,\N,\N,"881",\N,\N,\N,\N,"0.01","0.1",\N,\N,\N,"2.2",\N,\N,\N,\N,"142","121","12","14","3","2.16",\N,"5.2","0.13",\N,\N,\N,\N,\N,\N,\N,\N,\N,"186","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1632"
"88","2025-04-14 18:19:15","碧绿酒","Pelee wine","含酒精饮料","100","食物成分表2009","武汉","1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","2","5",\N,"0.03",\N,\N,"0.24",\N,\N,\N,\N,\N,\N,\N,\N,\N,"239","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1638"
"89","2025-04-14 18:19:20","黑麻香酥","Black hemp crisp","小吃、甜饼","100","食物成分表2009","武汉","1854","5.6","16.1",\N,\N,\N,\N,\N,"70.6",\N,\N,\N,\N,"3.3","36","274",\N,"3.74",\N,"0.03","0.01",\N,\N,\N,"0.6",\N,\N,\N,\N,"107","104","50","89","7.1","0.67",\N,"2.5","0.44",\N,\N,\N,\N,\N,\N,\N,\N,\N,"443","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1646"
"90","2025-04-14 18:19:25","鸡汁味干脆面（面饼+调味料）","Chicken flavor crisp noodles","速食食品","100","食物成分表2004","天津","2115","11.4","27","12.7",\N,"8.9","2.2",\N,"55.2",\N,\N,\N,\N,"1","977",\N,\N,"3.65",\N,"0.2","0.03","0.12",\N,\N,"1.56",\N,\N,"2.2",\N,"413","123","36","86","3.5","1.07","6.3","1.7","0.26",\N,"1.05",\N,\N,\N,\N,\N,\N,\N,"505","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1615"
"91","2025-04-14 18:19:30","海鲜味方便面（面饼+调味料+油料）","Seafood flavor instant noodles","速食食品","100","食物成分表2004","天津","1889","10.4","19.2","2.3",\N,"10.3","4.3",\N,"60.1",\N,\N,\N,\N,"0.9","383","13",\N,"1.66",\N,"0.08","0.03","0.07",\N,\N,"0.9",\N,\N,"0.9",\N,"101","95","20","10","3.5","0.51","10.3","3.9","0.2",\N,"0.35",\N,\N,\N,\N,\N,\N,\N,"451","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1620"
"92","2025-04-14 18:19:35","海鲜味方便面（面饼+调味料）","Seafood flavor instant noodles","速食食品","100","食物成分表2004","天津",\N,"10.4",\N,\N,\N,\N,\N,\N,"78.7",\N,\N,\N,\N,"0.9","397","13",\N,"1.17",\N,"0.08","0.03","0.07",\N,\N,"0.89",\N,\N,"0.9",\N,"104","99","21","11","3.6","0.53","10.7","4.1","0.21",\N,"0.36",\N,\N,\N,\N,\N,\N,\N,\N,"https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1625"
"93","2025-04-14 18:19:41","红烧牛肉方便面（面饼+调味料+蔬菜）","Beef with brown sauce instant noodles","速食食品","100","食物成分表2004","天津",\N,"10.4",\N,\N,\N,\N,\N,\N,"81.4",\N,\N,\N,\N,\N,"491","79",\N,"2.27",\N,"0.25","0.04","0.08",\N,\N,"0.89","12",\N,"2.1",\N,"131","135","25","23","2.8","0.79","26.5","7","0.24",\N,"0.65",\N,\N,\N,\N,\N,\N,\N,\N,"https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1639"
"94","2025-04-14 18:19:46","鳕鱼方便面（面饼+调味料+珍料+调味油+蔬菜）","Codfish instant noodles","速食食品","100","食物成分表2004","天津","1968","10.2","24.2","13.5",\N,"7","0.9",\N,"53.7",\N,\N,\N,\N,"0.8","829","12",\N,"0.65",\N,"0.09","0.02","0.05",\N,\N,"0.76",\N,\N,"1.9",\N,"119","139","25","8","2.6","0.8","14.2","10.9","0.25",\N,"0.59",\N,\N,\N,\N,\N,\N,\N,"470","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1649"
"95","2025-04-14 18:19:51","乳牛肝菌（干）[粘盖牛肝菌，松树菌]","Suillus bovinus(dried)","菌藻类","100","食物成分表2004","四川","746","15.3","2.8","0.2",\N,"0.6","0.7",\N,"66",\N,\N,"43",\N,\N,"11","59",\N,"6.85",\N,"0.86","1.72",\N,\N,\N,"67.66","145",\N,"54.2","139.4","391","1481","55","12","20.3","5.43",\N,"42.5","0.35",\N,"1.85",\N,\N,\N,\N,\N,\N,\N,"178","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2077"
"96","2025-04-14 18:19:56","黑洋酥","Black foreign crunchy","小吃、甜饼","100","食物成分表2009","上海","1808","4.2","12.4",\N,\N,\N,\N,\N,"79.7",\N,\N,\N,\N,"7.5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"144","92","3","8","6.1","1.27",\N,"2.8","0.29",\N,"0.57",\N,\N,\N,\N,\N,\N,\N,"432","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1650"
"97","2025-04-14 18:20:01","冬枣","Brumal jujube","水果类及制品","93","食物成分表2004","山东","439","1.8","0.2",\N,\N,\N,\N,\N,"27.8",\N,\N,"3.8","1.4","2.2","33",\N,\N,"0.19",\N,"0.08","0.09",\N,"0","243","0.51","30",\N,"2.8",\N,"29","195","17","16","0.2","0.19","6.7","0.1","0.08",\N,"0.13",\N,\N,\N,\N,\N,\N,\N,"105","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2110"
"98","2025-04-14 18:20:06","蚕蛹","Silkworm pupae","药食两用食物及其它","100","食物成分表2002","山东","962","21.5","13",\N,\N,\N,\N,"155","6.7",\N,\N,\N,\N,\N,"140",\N,\N,"9.89",\N,"0.07","2.23",\N,\N,\N,"2.2",\N,\N,\N,\N,"207","272","103","81","2.6","6.17",\N,"11.1","0.53",\N,"0.64",\N,\N,\N,\N,\N,\N,\N,"230","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2253"
"99","2025-04-14 18:20:11","蝎子","Scorpion","药食两用食物及其它","100","食物成分表2002","山东","741","26.2","4.7",\N,\N,\N,\N,"207","7.5",\N,\N,\N,\N,\N,"116",\N,\N,"7.59",\N,"0.03","1.09",\N,\N,\N,"1.7",\N,\N,\N,\N,"241","150","36","120","30.8","26.71",\N,"6.5","14",\N,"1.94",\N,\N,\N,\N,\N,\N,\N,"177","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2255"
"100","2025-04-14 18:20:16","猪肾（腰子）","Pig kidney (the kidneys)","畜肉类及制品","92","食物成分表2009","青海","573","16","8.1",\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,"125","46",\N,"0.33",\N,"0.29","0.69",\N,\N,"7","6",\N,\N,\N,\N,"232","194","16","2","4.6","1.98",\N,"156.8","0.47",\N,"0.11",\N,\N,\N,\N,\N,\N,\N,"137","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1592"
"101","2025-04-14 18:20:21","羊蹄筋（泡发）","Mutton tendon(soaked)","畜肉类及制品","100","食物成分表2009","青海","172","8.4",\N,\N,\N,\N,\N,"28","1.9",\N,\N,\N,\N,\N,"49","4",\N,"0.44",\N,\N,"0.04",\N,\N,\N,"0",\N,\N,\N,\N,"5","1","6","14","2.5","0.69",\N,"1","0.04",\N,"0.08",\N,\N,\N,\N,\N,\N,\N,"41","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1901"
"102","2025-04-14 18:20:25","冬虫夏草[虫草]","Cordyceps sinensis","药食两用食物及其它","100","食物成分表2002","青海","1222","20.9","4.7",\N,\N,\N,\N,\N,"61.6",\N,\N,\N,\N,"20.1","264",\N,\N,\N,\N,"0.37","0.7",\N,\N,"2","3.3",\N,\N,\N,\N,"95","595","84","197","66.5","4.87",\N,"1.4","1.54",\N,"0.86",\N,\N,\N,\N,\N,\N,\N,"292","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2254"
"103","2025-04-14 18:20:31","无花果","Fig","水果类及制品","100","食物成分表2009","青岛","272","1.5","0.1",\N,\N,\N,\N,\N,"16",\N,\N,\N,\N,"3","6","5",\N,"1.82",\N,"0.03","0.02",\N,\N,"2","0.1",\N,\N,\N,\N,"18","212","17","67","0.1","1.42",\N,"0.7","0.01",\N,"0.17",\N,\N,\N,\N,\N,\N,\N,"65","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1134"
"104","2025-04-14 18:20:36","燕麦片（果仁，甜）","Oatmeal(Fruit, sweet)","速食食品","100","食物成分表2004","内蒙古","1682","8.9","11.1","3.7",\N,"3.3","3.5",\N,"73.5",\N,\N,"6.9",\N,\N,"26",\N,\N,"3.02",\N,"0.29","0.07",\N,\N,\N,"0.81","28",\N,"3.3","27.6","172","410","58","38","2.6","1.1","2.2","3.9","0.4",\N,"1.53",\N,\N,\N,\N,\N,\N,\N,"402","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1596"
"105","2025-04-14 18:20:40","果冻（草莓水果冻）","Jelly(strawberry water jelly)","速食食品","100","食物成分表2004","辽宁","296","0.1","0.2",\N,\N,\N,\N,\N,"17.2",\N,\N,\N,\N,\N,"38",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.1",\N,"1","42","3","35","0.9",\N,\N,"0.2","0.08",\N,\N,\N,\N,\N,\N,\N,\N,\N,"71","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1921"
"106","2025-04-14 18:20:46","塘水虾[草虾]","Shrimp pond water","鱼虾蟹贝类","57","食物成分表2009","合肥","402","21.2","1.2",\N,\N,\N,\N,"264","0",\N,\N,\N,\N,\N,"109","44",\N,"4.82",\N,"0.05","0.03",\N,\N,\N,\N,\N,\N,\N,\N,"233","250","26","403","3.4","2.54",\N,\N,"2.04",\N,"0.21",\N,\N,\N,\N,\N,\N,\N,"96","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1160"
