"id","addtime","cname","ename","spfenlei","keshibu","laiyuan","chandi","nengliang","danbaizhi","zhifang","baohezhifang","fanshizfs","dbbhzfs","duobbhzfs","dangc","tshhw","tang","rutang","sanshiqw","kesxssqw","bsxssqw","jinshuna","weishengshua","weishengshud","weishengshue","weishengshuk","weishengshub1","weishengshub2","weishengshub6","weishengshub12","weishengshuc","yanshuan","yeshuan","fanshuan","shenwushu","danjian","jinshulin","jinshujia","jinshumei","jinshugai","jinshutie","jinshuxin","jinshudian","jinshudxi","jinshutong","jinshufu","jinshumeng","deltae","beitae","aerfae","hulubo","zhifansz","huifen","shuifen","nengliangqk","xqurl"
"921","2025-04-14 20:30:27","薤[皎头]","Shallot（Jiao head）","蔬菜类及制品","100","食物成分表2009","北京","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3","0","560",\N,"0.11",\N,\N,\N,\N,\N,"27",\N,\N,\N,\N,\N,"58","120","39","160","3.6","0.58",\N,\N,"0.28",\N,"0.34",\N,\N,\N,\N,\N,\N,\N,"1","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/346"
"922","2025-04-14 20:30:32","艾蒿","Artemisia argyi","蔬菜类及制品","100","食物成分表2009","北京",\N,\N,\N,\N,\N,\N,\N,\N,"3.6",\N,\N,\N,\N,"3.6","0","27",\N,"0",\N,\N,\N,\N,\N,"7",\N,\N,\N,\N,\N,"60","677","54","137","7.7","0.78",\N,\N,"0.28",\N,"0.84",\N,\N,\N,\N,\N,\N,\N,\N,"https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/433"
"923","2025-04-14 20:30:37","白花菜","Cauliflower","蔬菜类及制品","100","食物成分表2009","北京",\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,"0","216","0",\N,"0",\N,\N,\N,\N,\N,"12",\N,\N,\N,\N,\N,"6","152","33","26","0.6","0.18",\N,\N,"0.05",\N,"6",\N,\N,\N,\N,\N,\N,\N,\N,"https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/434"
"924","2025-04-14 20:30:42","白花桔梗","Platycodon white","蔬菜类及制品","100","食物成分表2009","北京",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.9","12","0",\N,"3.67",\N,\N,\N,\N,\N,"36",\N,\N,\N,\N,\N,"106","146","41","44","3.1","0.21",\N,\N,"0.05",\N,"0.02",\N,\N,\N,\N,\N,\N,\N,\N,"https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/435"
"925","2025-04-14 20:30:47","食用大黄","Rhubarb","蔬菜类及制品","100","食物成分表2009","北京","39","1.6",\N,\N,\N,\N,\N,\N,"1.5",\N,\N,\N,\N,"1.5","5","2",\N,"0",\N,\N,\N,\N,\N,"5",\N,\N,\N,\N,\N,"31","502","38","107","0.9","0.16",\N,\N,"0.53",\N,"0.05",\N,\N,\N,\N,\N,\N,\N,"9","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/553"
"926","2025-04-14 20:30:52","鱼腥草[蕺菜，臭菜]","Houttuynia cordata（Houttrynia cordata Thunb）","蔬菜类及制品","100","食物成分表2009","北京",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3","3","575",\N,"0",\N,\N,\N,\N,\N,"70",\N,\N,\N,\N,\N,"38","718","71","123","9.8","0.99",\N,\N,"0.55",\N,"1.71",\N,\N,\N,\N,\N,\N,\N,\N,"https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/622"
"927","2025-04-14 20:30:57","珍珠花菜","Pearl cauliflower","蔬菜类及制品","100","食物成分表2009","北京",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","1","0",\N,"0",\N,\N,\N,\N,\N,"19",\N,\N,\N,\N,\N,"35","495","63","155","5.5","0.74",\N,\N,"0.21",\N,"0.85",\N,\N,\N,\N,\N,\N,\N,\N,"https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/626"
"928","2025-04-14 20:31:02","紫花桔梗","Purple flower balloonflower","蔬菜类及制品","100","食物成分表2009","北京",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.9","17","0",\N,"0",\N,\N,\N,\N,\N,"32",\N,\N,\N,\N,\N,"53","24","27","46","3.6","0.4",\N,\N,"0.1",\N,"0.21",\N,\N,\N,\N,\N,\N,\N,\N,"https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/630"
"929","2025-04-14 20:31:07","香瓜茄","Solanum muricatum","蔬菜类及制品","96","食物成分表2004","北京","72","0.6",\N,\N,\N,\N,\N,\N,"5.5",\N,\N,"1.8","1.1","0.6","4","3",\N,\N,\N,"0.03","0.02","0.04","0","60","0.28","6",\N,"1.1",\N,"12","17","9","10","0.2","0.08",\N,"0.1","0.03",\N,"0.03",\N,\N,\N,\N,\N,\N,\N,"17","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1957"
"930","2025-04-14 20:31:12","彩椒","Color pepper","蔬菜类及制品","83","食物成分表2004","北京","81","1.3","0.2",\N,\N,\N,\N,\N,"6.4",\N,\N,"3.3",\N,\N,"7","132",\N,"1.6",\N,"0.05","0.05",\N,"0","104","1.09","83",\N,"2.1",\N,"26","278","18","9","0.5","0.18",\N,"0.1","0.06",\N,"0.09",\N,\N,\N,\N,\N,\N,\N,"19","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1965"
"931","2025-04-14 20:31:17","飞碟瓜","UFO squash","蔬菜类及制品","91","食物成分表2004","北京","52","1","0.1",\N,\N,\N,\N,\N,"4.4",\N,\N,"2.5","0.9","1.6","4","8",\N,"0.12",\N,"0.02","0.02","0.05","0","3","0.25","38",\N,"1.3",\N,"29","119","16","32","0.4","0.2","0.7","0.2","0.04",\N,"0.04",\N,\N,\N,\N,\N,\N,\N,"13","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1967"
"932","2025-04-14 20:31:22","黄金西葫芦","Gold summer squash","蔬菜类及制品","91","食物成分表2004","北京","47","1.8","0.1",\N,\N,\N,\N,\N,"3.6",\N,\N,"2.8",\N,\N,"3","27",\N,"0.13",\N,"0.01","0.03","0.05","0","13.3",\N,\N,\N,"2.2",\N,"47","20","18","33","0.4","0.22","0.3","0.1","0.04",\N,"0.08",\N,\N,\N,\N,\N,\N,\N,"11","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1970"
"933","2025-04-14 20:31:27","南瓜（栗面）","Pumpkin(chestnut surface)","蔬菜类及制品","74","食物成分表2004","北京","129","1.4","0.1",\N,\N,\N,\N,\N,"8.8",\N,\N,"2.7",\N,"2.6","11","253",\N,"1.92",\N,"0.03","0.04","0.15","0","5","0.52","32",\N,"1.2",\N,"56","445","9","16","0.4","0.22","0.1","0.5","0.04",\N,"0.03",\N,\N,\N,\N,\N,\N,\N,"31","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1978"
"934","2025-04-14 20:31:32","奶白菜","Milk chinese cabbage","蔬菜类及制品","100","食物成分表2004","北京","69","2.7","0.2",\N,\N,\N,\N,\N,"3.3",\N,\N,"2.3","0.8","1.5","170","190",\N,"0.16",\N,"0.02","0.1","0.05","0","37.4","0.59","117",\N,\N,\N,"55","126","41","66","1","0.28","0.5","0.4","0.05",\N,"0.24",\N,\N,\N,\N,\N,\N,\N,"17","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1987"
"935","2025-04-14 20:31:37","娃娃菜","Baby Cabbage","蔬菜类及制品","97","食物成分表2004","北京","33","1.9",\N,\N,\N,\N,\N,\N,"2.4",\N,\N,"2.3",\N,\N,"19","8",\N,\N,\N,"0.04","0.03",\N,"0","12","0.61","86",\N,"2",\N,"58","278","17","78","0.4","0.35",\N,"0.2","0.03",\N,"0.13",\N,\N,\N,\N,\N,\N,\N,"8","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1991"
"936","2025-04-14 20:31:42","乌塌菜[塌菜，塌棵菜]","Wuta-tsai","蔬菜类及制品","96","食物成分表2004","北京","34","1.8","0.1",\N,\N,\N,\N,\N,"2.6",\N,\N,"2.6","0.8","1.8","60","261",\N,"0.28",\N,"0.01","0.08","0.09","0","33.9","0.21","97",\N,\N,\N,"35","213","29","43","1.6","0.25","0.4","0.8","0.02",\N,"0.15",\N,\N,\N,\N,\N,\N,\N,"8","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1993"
"937","2025-04-14 20:31:47","抱子甘蓝","Brussels sprout","蔬菜类及制品","87","食物成分表2004","北京","95","3.5",\N,\N,\N,\N,\N,\N,"8.8",\N,\N,"6.6",\N,\N,"36","5",\N,\N,\N,"0.06","0.05","0.17","0","38","0.54","44",\N,"6.4",\N,"60","350","24","59","0.6","0.35",\N,"0.6","0.05",\N,"0.19",\N,\N,\N,\N,\N,\N,\N,"23","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1997"
"938","2025-04-14 20:31:52","白凤菜","Gynura formosana","蔬菜类及制品","100","食物成分表2004","北京","40","1.6",\N,\N,\N,\N,\N,\N,"4",\N,\N,"3.2",\N,\N,"152","178",\N,"0.12",\N,"0.03","0.06","0.07","0","6","0.77","37",\N,"0.8",\N,"29","192","63","41","1.8","0.23",\N,"0.8","0.09",\N,"0.7",\N,\N,\N,\N,\N,\N,\N,"10","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2004"
"939","2025-04-14 20:31:57","紫背天葵[红风菜，血皮菜]","Gynuvabicolordc","蔬菜类及制品","100","食物成分表2004","北京","52","1.9",\N,\N,\N,\N,\N,\N,"3.8",\N,\N,"2.6",\N,\N,"19","308",\N,"0.2",\N,"0.05","0.08","0.08","0","3","0.27","24",\N,"4.1",\N,"31","367","72","69","0.8","0.37",\N,"0.9","0.09",\N,"0.8",\N,\N,\N,\N,\N,\N,\N,"12","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2006"
"940","2025-04-14 20:32:02","球茎茴香[甜茴香，意大利茴香]","Florence Fennel","蔬菜类及制品","70","食物成分表2004","北京","44","1.2",\N,\N,\N,\N,\N,\N,"4.7",\N,\N,"3.3","0.9","2.2","90","1",\N,\N,\N,"0.03","0.06",\N,"0","3.3","0.22","58",\N,"1.4",\N,"35","24","23","76","0.4","0.18","0.4",\N,"0.09",\N,"0.12",\N,\N,\N,\N,\N,\N,\N,"10","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2021"
"941","2025-04-14 20:32:07","芦笋（紫）","Asparagus(purple)","蔬菜类及制品","93","食物成分表2004","北京","74","2.7","0.2",\N,\N,\N,\N,\N,"3.4",\N,\N,"2.1","0.7","1.3","9","46",\N,"0.54",\N,"0.1","0.13","0.02","0","8.3","0.95","151",\N,"1.3",\N,"49","26","14","13","0.4","0.42",\N,"0.1","0.12",\N,"0.12",\N,\N,\N,\N,\N,\N,\N,"18","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2025"
"942","2025-04-14 20:32:12","结球菊苣","Capitulum chicory","蔬菜类及制品","89","食物成分表2004","北京","49","1.8","0.2",\N,\N,\N,\N,\N,"3.4",\N,\N,"2.7",\N,\N,"25","17",\N,"0.2",\N,"0.04","0.04","0.05","0","2","0.23","96",\N,"2.9",\N,"53","365","20","78","0.8","0.39",\N,"0.3","0.1",\N,"0.25",\N,\N,\N,\N,\N,\N,\N,"12","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2028"
"943","2025-04-14 20:32:17","软化白菊苣","Soften white chicory","蔬菜类及制品","97","食物成分表2004","北京","56","1.5","0.2",\N,\N,\N,\N,\N,"3.1",\N,\N,"1.7",\N,\N,"34","2",\N,"0.14",\N,"0.04","0.02","0.05","0","1","0.07","42",\N,"1.5",\N,"53","216","20","11","0.2","0.24",\N,"0.2","0.06",\N,"0.14",\N,\N,\N,\N,\N,\N,\N,"13","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2030"
"944","2025-04-14 20:32:22","白萝卜[莱菔]","White radish（carrot）","蔬菜类及制品","95","食物成分表2009","中国","94","0.9","0.1",\N,\N,\N,\N,\N,"5",\N,\N,\N,\N,"1","62","3",\N,"0.92",\N,"0.02","0.03",\N,\N,"21","0.3",\N,\N,\N,\N,"26","173","16","36","0.5","0.3",\N,"0.6","0.04",\N,"0.09",\N,\N,\N,\N,\N,\N,\N,"23","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/259"
"945","2025-04-14 20:32:27","水萝卜[脆萝卜]","Radish（Crisp Turnip）","蔬菜类及制品","93","食物成分表2009","中国","94","0.8",\N,\N,\N,\N,\N,\N,"5.5",\N,\N,\N,\N,"1.4","10","42",\N,\N,\N,"0.03","0.05",\N,\N,"45",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.49",\N,\N,"0.01",\N,"0.05",\N,\N,\N,\N,\N,\N,\N,"22","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/266"
"946","2025-04-14 20:32:32","小水萝卜[算盘子，红皮萝卜]","Radish","蔬菜类及制品","66","食物成分表2009","中国","88","1.1","0.2",\N,\N,\N,\N,\N,"4.2",\N,\N,\N,\N,"1","34","3",\N,"0.78",\N,"0.02","0.04",\N,\N,"22","0.4",\N,\N,\N,\N,"21","286","17","32","0.4","0.21",\N,"0.6","0.03",\N,"0.09",\N,\N,\N,\N,\N,\N,\N,"21","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/267"
"947","2025-04-14 20:32:37","心里美萝卜","XinLiMei turnip","蔬菜类及制品","88","食物成分表2009","中国","96","0.8","0.2",\N,\N,\N,\N,\N,"4.9",\N,\N,\N,\N,"0.8","85","2",\N,\N,\N,"0.02","0.04",\N,\N,"23","0.4",\N,\N,\N,\N,"24","116","34","68","0.5","0.17",\N,"1","0.06",\N,"0.08",\N,\N,\N,\N,\N,\N,\N,"23","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/268"
"948","2025-04-14 20:32:42","胡萝卜（红）[金笋，丁香萝卜]","Carrot（red）（Clove turnip）","蔬菜类及制品","96","食物成分表2009","中国","162","1","0.2",\N,\N,\N,\N,\N,"8.8",\N,\N,\N,\N,"1.1","71","688",\N,"0.41",\N,"0.04","0.03",\N,\N,"13","0.6",\N,\N,\N,\N,"27","190","14","32","1","0.23",\N,"0.6","0.08",\N,"0.24",\N,\N,\N,\N,\N,\N,\N,"39","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/269"
"949","2025-04-14 20:32:47","胡萝卜（黄）","Carrot（yellow）","蔬菜类及制品","97","食物成分表2009","中国","191","1.4","0.2",\N,\N,\N,\N,\N,"10.2",\N,\N,\N,\N,"1.3","25","668",\N,\N,\N,"0.04","0.04",\N,\N,"16","0.2",\N,\N,\N,\N,"16","193","7","32","0.5","0.14",\N,"2.8","0.03",\N,"0.07",\N,\N,\N,\N,\N,\N,\N,"46","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/270"
"950","2025-04-14 20:32:52","芥菜头[大头菜，水芥]","Mustard（turnips）","蔬菜类及制品","83","食物成分表2009","中国","151","1.9","0.2",\N,\N,\N,\N,\N,"7.4",\N,\N,\N,\N,"1.4","66",\N,\N,"0.2",\N,"0.06","0.02",\N,\N,"34","0.6",\N,\N,\N,\N,"36","243","19","65","0.8","0.39",\N,"0.9","0.09",\N,"0.15",\N,\N,\N,\N,\N,\N,\N,"36","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/272"
"951","2025-04-14 20:32:57","苤蓝[玉蔓菁，球茎甘蓝]","Kohlrabi（Jade tendril Kim）","蔬菜类及制品","78","食物成分表2009","中国","136","1.3","0.2",\N,\N,\N,\N,\N,"7",\N,\N,\N,\N,"1.3","30","3",\N,"0.13",\N,"0.04","0.02",\N,\N,"41","0.5",\N,\N,\N,\N,"46","190","24","25","0.3","0.17",\N,"0.2","0.02",\N,"0.11",\N,\N,\N,\N,\N,\N,\N,"32","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/273"
"952","2025-04-14 20:33:02","豆角","Kidney beans","蔬菜类及制品","96","食物成分表2009","中国","144","2.5","0.2",\N,\N,\N,\N,\N,"6.7",\N,\N,\N,\N,"2.1","3","33",\N,"2.24",\N,"0.05","0.07",\N,\N,"18","0.9",\N,\N,\N,\N,"55","207","35","29","1.5","0.54",\N,"2.2","0.15",\N,"0.41",\N,\N,\N,\N,\N,\N,\N,"34","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/277"
"953","2025-04-14 20:33:07","毛豆[青豆，菜用大豆]","Green soy bean（petits pois）","蔬菜类及制品","53","食物成分表2009","中国","550","13.1","5",\N,\N,\N,\N,\N,"10.5",\N,\N,\N,\N,"4","4","22",\N,"2.44",\N,"0.15","0.07",\N,\N,"27","1.4",\N,\N,\N,\N,"188","478","70","135","3.5","1.73",\N,"2.5","0.54",\N,"1.2",\N,\N,\N,\N,\N,\N,\N,"131","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/282"
"954","2025-04-14 20:33:12","豌豆（带荚）[回回豆]","Pea（bullhead）（Cicca arietina）","蔬菜类及制品","42","食物成分表2009","中国","465","7.4","0.3",\N,\N,\N,\N,\N,"21.2",\N,\N,\N,\N,"3","1","37",\N,"1.21",\N,"0.43","0.09",\N,\N,"14","2.3",\N,\N,\N,\N,"127","332","43","21","1.7","1.29",\N,"1.7","0.22",\N,"0.65",\N,\N,\N,\N,\N,\N,\N,"111","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/284"
"955","2025-04-14 20:33:17","黄豆芽","Soybean sprouts","蔬菜类及制品","100","食物成分表2009","中国","198","4.5","1.6","0.3",\N,"0.4","0.7",\N,"4.5",\N,\N,\N,\N,"1.5","7","5",\N,"0.8",\N,"0.04","0.07",\N,\N,"8","0.6",\N,\N,\N,\N,"74","160","21","21","0.9","0.54",\N,"1","0.14",\N,"0.34",\N,\N,\N,\N,\N,\N,\N,"47","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/291"
"956","2025-04-14 20:33:22","绿豆芽","Mung bean sprout","蔬菜类及制品","100","食物成分表2009","中国","81","2.1","0.1","0",\N,"0","0",\N,"2.9",\N,\N,\N,\N,"0.8","4","3",\N,"0.19",\N,"0.05","0.06",\N,\N,"6","0.5",\N,\N,\N,\N,"37","68","18","9","0.6","0.35",\N,"0.5","0.1",\N,"0.1",\N,\N,\N,\N,\N,\N,\N,"19","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/292"
"957","2025-04-14 20:33:27","豌豆苗","Pea shoots","蔬菜类及制品","86","食物成分表2009","中国","158","4","0.8",\N,\N,\N,\N,\N,"4.6",\N,\N,\N,\N,"1.9","18","445",\N,"2.46",\N,"0.05","0.11",\N,\N,"67","1.1",\N,\N,\N,\N,"67","222","21","40","4.2","0.77",\N,"1.1","0.2",\N,"0.76",\N,\N,\N,\N,\N,\N,\N,"38","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/293"
"958","2025-04-14 20:33:32","茄子（均值）","Eggplant","蔬菜类及制品","93","食物成分表2009","中国","97","1.1","0.2",\N,\N,\N,\N,\N,"4.9",\N,\N,\N,\N,"1.3","5","8",\N,"1.13",\N,"0.02","0.04",\N,\N,"5","0.6",\N,\N,\N,\N,"23","142","13","24","0.5","0.23",\N,"0.5","0.1",\N,"0.13",\N,\N,\N,\N,\N,\N,\N,"23","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/294"
"959","2025-04-14 20:33:37","茄子（绿皮）","Eggplant（shagreen）","蔬菜类及制品","90","食物成分表2009","中国","116","1","0.6",\N,\N,\N,\N,\N,"5.2",\N,\N,\N,\N,"1.2","7","20",\N,"0.55",\N,"0.02","0.2",\N,\N,"7","0.6",\N,\N,\N,\N,"26","162","13","12","0.1","0.24",\N,"0.6","0.05",\N,"0.07",\N,\N,\N,\N,\N,\N,\N,"28","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/295"
"960","2025-04-14 20:33:42","茄子（紫皮，长）","Eggplant (purple skin, long)","蔬菜类及制品","96","食物成分表2009","中国","95","1","0.1",\N,\N,\N,\N,\N,"5.4",\N,\N,\N,\N,"1.9","6","30",\N,"0.2",\N,"0.03","0.03",\N,\N,"7","0.6",\N,\N,\N,\N,"28","136","15","55","0.4","0.16",\N,"0.6","0.07",\N,"0.14",\N,\N,\N,\N,\N,\N,\N,"23","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/297"
"961","2025-04-14 20:33:47","辣椒（红，小）","Chillies（red，small）","蔬菜类及制品","80","食物成分表2009","中国","159","1.3","0.4",\N,\N,\N,\N,\N,"8.9",\N,\N,\N,\N,"3.2","3","232",\N,"0.44",\N,"0.03","0.06",\N,\N,"144","0.8",\N,\N,\N,\N,"95","222","16","37","1.4","0.3",\N,"1.9","0.11",\N,"0.18",\N,\N,\N,\N,\N,\N,\N,"38","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/302"
"962","2025-04-14 20:33:52","薤白[小根蒜，山蒜，团蒜]","Allium macrostemon（Group garlic）","蔬菜类及制品","100","食物成分表2009","中国","518","3.4","0.4",\N,\N,\N,\N,\N,"27.1",\N,\N,\N,\N,"0.9",\N,"15",\N,\N,\N,"0.08","0.14",\N,\N,"36","1",\N,\N,\N,\N,"53",\N,\N,"100","4.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"124","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/347"
"963","2025-04-14 20:33:57","大白菜（白梗）[黄芽白]","Cabbage（white Terrier）","蔬菜类及制品","92","食物成分表2009","中国","93","1.7","0.2",\N,\N,\N,\N,\N,"3.7",\N,\N,\N,\N,"0.6","89","42",\N,"0.92",\N,"0.06","0.07",\N,\N,"47","0.8",\N,\N,\N,\N,"30","130","12","69","0.5","0.21",\N,"0.3","0.03",\N,"0.21",\N,\N,\N,\N,\N,\N,\N,"22","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/349"
"964","2025-04-14 20:34:02","大白菜（青白口）","Cabbage（bluish white）","蔬菜类及制品","83","食物成分表2009","中国","70","1.4","0.1",\N,\N,\N,\N,\N,"3",\N,\N,\N,\N,"0.9","48","13",\N,"0.36",\N,"0.03","0.04",\N,\N,"28","0.4",\N,\N,\N,\N,"28","90","9","35","0.6","0.61",\N,"0.4","0.04",\N,"0.16",\N,\N,\N,\N,\N,\N,\N,"17","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/350"
"965","2025-04-14 20:34:07","大白菜（小白口）","Cabbage（white）","蔬菜类及制品","85","食物成分表2009","中国","65","1.3","0.1",\N,\N,\N,\N,\N,"2.8",\N,\N,\N,\N,"0.9","35","5",\N,"0.21",\N,"0.02","0.03",\N,\N,"19","0.5",\N,\N,\N,\N,"35","137","11","45","0.9","0.31",\N,"0.8","0.07",\N,"0.17",\N,\N,\N,\N,\N,\N,\N,"16","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/351"
"966","2025-04-14 20:34:12","酸白菜[酸菜]","Sauerkraut（Chinese sauerkraut）","蔬菜类及制品","100","食物成分表2009","中国","62","1.1","0.2",\N,\N,\N,\N,\N,"2.4",\N,\N,\N,\N,"0.5","43","5",\N,"0.86",\N,"0.02","0.02",\N,\N,"2","0.6",\N,\N,\N,\N,"38","104","21","48","1.6","0.36",\N,"1.3","0.04",\N,"0.07",\N,\N,\N,\N,\N,\N,\N,"15","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/353"
"967","2025-04-14 20:34:17","白菜薹[薹菜，菜心]","Cabbage Sprouts（flowering cabbage）","蔬菜类及制品","84","食物成分表2009","中国","118","2.8","0.5",\N,\N,\N,\N,\N,"4",\N,\N,\N,\N,"1.7","26","160",\N,"0.52",\N,"0.05","0.08",\N,\N,"44","1.2",\N,\N,\N,\N,"54","236","19","96","2.8","0.87",\N,"6.7","0.18",\N,"0.41",\N,\N,\N,\N,\N,\N,\N,"28","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/355"
"968","2025-04-14 20:34:22","辣椒（青，尖）","Chillies（green，sharp）","蔬菜类及制品","84","食物成分表2009","中国","114","1.4","0.3",\N,\N,\N,\N,\N,"5.8",\N,\N,\N,\N,"2.1","2","57",\N,"0.88",\N,"0.03","0.04",\N,\N,"62","0.5",\N,\N,\N,\N,"33","209","15","15","0.7","0.22",\N,"0.6","0.11",\N,"0.14",\N,\N,\N,\N,\N,\N,\N,"27","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/303"
"969","2025-04-14 20:34:27","甜椒[灯笼椒，柿子椒]","Pimiento（Sweetbell redpepper、Bell pepper）","蔬菜类及制品","82","食物成分表2009","中国","103","1","0.2",\N,\N,\N,\N,\N,"5.4",\N,\N,\N,\N,"1.4","3","57",\N,"0.59",\N,"0.03","0.03",\N,\N,"72","0.9",\N,\N,\N,\N,"20","142","12","14","0.8","0.19",\N,"0.4","0.09",\N,"0.12",\N,\N,\N,\N,\N,\N,\N,"25","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/304"
"970","2025-04-14 20:34:32","菜瓜[生瓜，白瓜]","Serpent melon（white melon）","蔬菜类及制品","88","食物成分表2009","中国","79","0.6","0.2",\N,\N,\N,\N,\N,"3.9",\N,\N,\N,\N,"0.4","2","3",\N,"0.03",\N,"0.02","0.01",\N,\N,"12","0.2",\N,\N,\N,\N,"14","136","15","20","0.5","0.1",\N,"0.6","0.03",\N,"0.03",\N,\N,\N,\N,\N,\N,\N,"19","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/309"
"971","2025-04-14 20:34:37","冬瓜","Wax gourd","蔬菜类及制品","80","食物成分表2009","中国","52","0.4","0.2",\N,\N,\N,\N,\N,"2.6",\N,\N,\N,\N,"0.7","2","13",\N,"0.08",\N,"0.01","0.01",\N,\N,"18","0.3",\N,\N,\N,\N,"12","78","8","19","0.2","0.07",\N,"0.2","0.07",\N,"0.03",\N,\N,\N,\N,\N,\N,\N,"12","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/310"
"972","2025-04-14 20:34:42","葫芦[长瓜，蒲瓜，瓠瓜]","Calabash（lagenaria siceria，Lagenaria vulgaris Ser）","蔬菜类及制品","87","食物成分表2009","中国","67","0.7","0.1",\N,\N,\N,\N,\N,"3.5",\N,\N,\N,\N,"0.8","1","7",\N,\N,\N,"0.02","0.01",\N,\N,"11","0.4",\N,\N,\N,\N,"15","87","7","16","0.4","0.14",\N,"0.5","0.04",\N,"0.08",\N,\N,\N,\N,\N,\N,\N,"16","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/313"
